page,line,newcase_mark,text
14,11,,"(Attachments: # 1 Affidavit, # 2 Letter to the Judge, # 3"
14,12,,Search & Seizure Warrant)
14,13,New Case,1:17-mj-00697-BAH *SEALED* Entered: Category: misc-cr Event: Application and
14,14,,USA v. VARIOUS ELECTRONIC 09/28/2017 Affidavit for
14,15,,DEVICES BELONGING TO 15:59:41 Search/Seizure Warrant under Rule 41 by
14,16,,[REDACTED] Filed: USA
14,17,,09/28/2017 Document:
14,18,,1
14,19,,Application and Affidavit for Search Warrant by USA as
14,20,,to VARIOUS ELECTRONIC DEVICES BELONGING
14,21,,TO [REDACTED].
14,22,,"(Attachments: # 1 Affidavit, # 2 Search and Seizure"
14,23,,Warrant)
14,24,New Case,1:17-mj-00720-BAH *SEALED* Entered: Category: misc-cr Event: Application and
14,25,,USA v. INFORMATION ASSOCIATED 10/05/2017 Affidavit for
14,26,,WITH THE FACEBOOK ACCOUNT 09:22:30 Search/Seizure Warrant under Rule 41 by
14,27,,[REDACTED] Filed: USA
14,28,,10/05/2017 Document:
14,29,,1
14,30,,Application and Affidavit for Search Warrant by USA as
14,31,,to INFORMATION ASSOCIATED WITH THE
14,32,,FACEBOOK ACCOUNT [REDACTED].
14,33,,"(Attachments: # 1 Affidavit, # 2 Search and Seizure"
14,34,,Warrant)
14,35,New Case,1:17-mj-00724-BAH *SEALED* Entered: Category: misc-cr Event:
14,36,,USA v. IN THE MATTER OF THE 10/05/2017
14,37,,SEARCH OF INFORMATION
14,38,,ASSOCIATED WITH THE GOOGLE
14,39,,14
14,40,,
15,2,,ACCOUNT [REDACTED] 11:20:56 Application and Affidavit for
15,3,,Filed: Search/Seizure Warrant under Rule 41 by
15,4,,10/05/2017 USA
15,5,,Document:
15,6,,1
15,7,,Application and Affidavit for Search Warrant by USA as
15,8,,to IN THE MATTER OF THE SEARCH OF
15,9,,INFORMATION ASSOCIATED WITH THE GOOGLE
15,10,,"ACCOUNT [REDACTED]. (Attachments: # 1 Affidavit,"
15,11,,# 2 Search and Seizure Warrant)
15,12,New Case,1:17-mj-00736-BAH *SEALED* Entered: Category: misc-cr Event: Application and
15,13,,USA v. INFORMATION ASSOCIATED 10/11/2017 Affidavit for
15,14,,WITH THE TWITTER ACCOUNT 16:19:33 Search/Seizure Warrant under Rule 41 by
15,15,,[REDACTED] Filed: USA
15,16,,10/11/2017 Document:
15,17,,1
15,18,,Application and Affidavit for Search Warrant by USA as
15,19,,to INFORMATION ASSOCIATED WITH THE
15,20,,TWITTER ACCOUNT [REDACTED]. (Attachments: # 1
15,21,,"Affidavit, # 2 Search and Seizure Warrant)"
15,22,New Case,1:17-mj-00737-BAH *SEALED* Entered: Category: misc-cr Event: Application and
15,23,,USA v. INFORMATION ASSOCIATED 10/12/2017 Affidavit for
15,24,,WITH 116 INSTAGRAM ACCOUNTS 12:37:03 Search/Seizure Warrant under Rule 41 by
15,25,,THAT ARE STORED AT PREMISES Filed: USA
15,26,,"CONTROLLED BY INSTAGRAM, LLC 10/12/2017 Document:"
15,27,,1
15,28,,Application and Affidavit for Search Warrant by USA as
15,29,,to INFORMATION ASSOCIATED WITH 116
15,30,,INSTAGRAM ACCOUNTS THAT ARE STORED AT
15,31,,PREMISES CONTROLLED BY
15,32,,"INSTAGRAM, LLC. (Attachments: # 1 Affidavit)"
15,33,New Case,1:17-mj-00757-BAH *SEALED* Entered: Category:
15,34,,USA v. INFORMATION ASSOCIATED 10/16/2017 misc-cr
15,35,,WITH
15,36,,[REDACTED] Event:
15,37,,13:56:34 Application
15,38,,Filed: and Affidavit
15,39,,15
15,40,,
16,2,,10/16/2017 for Search/Seizure Warrant under Rule
16,3,,41 by USA
16,4,,Document:
16,5,,1
16,6,,Application and Affidavit for Search Warrant by USA as
16,7,,to INFORMATION ASSOCIATED WITH
16,8,,"[REDACTED]. (Attachments: # 1 Affidavit, # 2 Search"
16,9,,and Seizure Warrant)
16,10,New Case,1:17-mj-00760-BAH *SEALED* Entered: Category: misc-cr Event: Application and
16,11,,USA v. INFORMATION ASSOCIATED 10/17/2017 Affidavit for
16,12,,WITH [REDACTED] 10:29:36 Search/Seizure Warrant under Rule 41 by
16,13,,Filed: USA
16,14,,10/17/2017 Document:
16,15,,1
16,16,,Application and Affidavit for Search Warrant by USA as
16,17,,to INFORMATION ASSOCIATED WITH
16,18,,"[REDACTED]. (Attachments: # 1 Affidavit, # 2 Search"
16,19,,and Seizure Warrant)
16,20,New Case,1:17-mj-00773-BAH *SEALED* Entered: Category: misc-cr Event: Application and
16,21,,USA v. INFORMATION ASSOCIATED 10/19/2017 Affidavit for
16,22,,WITH FORTY- TWO EMAIL 16:25:08 Search/Seizure Warrant under Rule 41 by
16,23,,ACCOUNTS STORED AT PREMISES Filed: USA
16,24,,CONTROLLED BY YAHOO HOLDINGS 10/19/2017 Document:
16,25,,INC. 1
16,26,,Application and Affidavit for Search Warrant by USA as
16,27,,to INFORMATION ASSOCIATED WITH FORTY-TWO
16,28,,EMAIL ACCOUNTS STORED AT PREMISES
16,29,,CONTROLLED BY YAHOO
16,30,,"HOLDINGS INC. (Attachments: # 1 Affidavit, # 2 Search"
16,31,,"and Seizure Warrant, # 3 Letter to the Court)"
16,32,New Case,1:17-mj-00780-BAH *SEALED* Entered: Category:
16,33,,USA v. VARIOUS DEVICES 10/25/2017 misc-cr
16,34,,BELONGING TO [REDACTED]
16,35,,Event:
16,36,,15:05:13 Application
16,37,,Filed: and Affidavit
16,38,,10/25/2017 for
16,39,,Search/Seizure
16,40,,16
16,41,,
17,2,,Warrant under
17,3,,Rule 41 by
17,4,,USA
17,5,,Document:
17,6,,1
17,7,,Application and Affidavit for Search Warrant by USA as
17,8,,to VARIOUS DEVICES BELONGING TO
17,9,,"[REDACTED]. (Attachments: # 1 Affidavit, # 2 Search"
17,10,,and Seizure Warrant)
17,11,New Case,1:17-mj-00782-BAH *SEALED* Entered: Category: misc-cr Event: Application and
17,12,,USA v. INFORMATION ASSOCIATED 10/26/2017 Affidavit for
17,13,,WITH 69 EMAIL ACCOUNTS STORED 11:05:50 Search/Seizure Warrant under Rule 41 by
17,14,,AT PREMISES CONTROLLED BY Filed: USA
17,15,,GOOGLE 10/26/2017 Document:
17,16,,1
17,17,,Application and Affidavit for Search Warrant by USA as
17,18,,to INFORMATION ASSOCIATED WITH 69 EMAIL
17,19,,ACCOUNTS STORED AT PREMISES CONTROLLED
17,20,,BY GOOGLE. (Attachments: # 1
17,21,,"Affidavit, # 2 Search and Seizure Warrant, # 3 Letter to"
17,22,,the Court)
17,23,New Case,1:17-mj-00783-BAH *SEALED* Entered: Category: misc-cr Event: Application and
17,24,,USA v. FUNDS NOT TO EXCEED 10/26/2017 Affidavit for
17,25,,"$1,100,637 FROM BANK ACCOUNT 11:13:44 Search/Seizure Warrant under Rule 41 by"
17,26,,NO. [REDACTED] AT THE FEDERAL Filed: USA
17,27,,SAVINGS BANK HELD IN THE NAME 10/26/2017 Document:
17,28,,OF [REDACTED]. 1
17,29,,Application and Affidavit for Seizure Warrant by USA as
17,30,,"to FUNDS NOT TO EXCEED $1,100,637 FROM BANK"
17,31,,ACCOUNT NO. [REDACTED] AT THE FEDERAL
17,32,,SAVINGS BANK HELD IN THE NAME OF
17,33,,[REDACTED]. (Attachments:
17,34,,"# 1 Affidavit, # 2 Seizure Warrant)"
17,35,New Case,1:17-mj-00784-BAH *SEALED* Entered: Category:
17,36,,USA v. FUNDS NOT TO EXCEED 10/26/2017 misc-cr
17,37,,"$3,755,892.64 FROM"
17,38,,BANK ACCOUNT NO. [REDACTED] Event:
17,39,,AT CHARLES
17,40,,SCHWAB & CO. INC. 11:19:23 Application
17,41,,17
17,42,,
18,2,,Filed: and Affidavit
18,3,,10/26/2017 for
18,4,,Search/Seizure
18,5,,Warrant under
18,6,,Rule 41 by
18,7,,USA
18,8,,Document:
18,9,,1
18,10,,Application and Affidavit for Seizure Warrant by USA as
18,11,,to FUNDS NOT TO EXCEED
18,12,,"$3,755,892.64 FROM BANK ACCOUNT NO."
18,13,,[REDACTED] AT CHARLES SCHWAB & CO. INC.
18,14,,"(Attachments: # 1 Affidavit, # 2 Seizure Warrant)"
18,15,New Case,1:17-mj-00785-BAH *SEALED* Entered: Category: misc-cr Event: Application and
18,16,,USA v. FUNDS NOT TO EXCEED 10/26/2017 Affidavit for
18,17,,"$271,000 FROM BANK ACCOUNT NO. 11:26:44 Search/Seizure Warrant under Rule 41 by"
18,18,,"[REDACTED] AT CAPITAL ONE, N.A. Filed: USA"
18,19,,HELD IN THE NAME OF [REDACTED] 10/26/2017 Document:
18,20,,1
18,21,,Application and Affidavit for Seizure Warrant by USA as
18,22,,"to FUNDS NOT TO EXCEED $271,000 FROM BANK"
18,23,,"ACCOUNT NO. [REDACTED] AT CAPITAL ONE,"
18,24,,N.A. HELD IN THE NAME OF
18,25,,"[REDACTED]. (Attachments: # 1 Affidavit, # 2 Seizure"
18,26,,Warrant)
18,27,New Case,1:17-mj-00821-BAH *SEALED* Entered: Category: misc-cr Event: Application and
18,28,,USA v. INFORMATION ASSOCIATED 11/06/2017 Affidavit for
18,29,,WITH THE TWITIER ACCOUNTS 14:04:47 Search/Seizure Warrant under Rule 41 by
18,30,,[REDACTED] AND [REDACTED] Filed: USA
18,31,,11/06/2017 Document:
18,32,,1
18,33,,Application and Affidavit for Search Warrant by USA as
18,34,,to INFORMATION ASSOCIATED WITH
18,35,,THE TWITIER ACCOUNTS [REDACTED] AND
18,36,,"[REDACTED]. (Attachments: # 1 Affidavit, # 2 Search"
18,37,,and Seizure)
18,38,,18
18,39,,
19,2,New Case,1:17-mj-00826-BAH *SEALED* Entered: Category: misc-cr Event: Application and
19,3,,USA v. INFORMATION ASSOCIATED 11/07/2017 Affidavit for
19,4,,"WITH [REDACTED], WHICH IS 12:25:08 Search/Seizure Warrant under Rule 41 by"
19,5,,STORED AT PREMISES CONTROLLED Filed: USA
19,6,,BY GOOGLE 11/07/2017 Document:
19,7,,1
19,8,,Application and Affidavit for Search Warrant by USA as
19,9,,to INFORMATION ASSOCIATED WITH
19,10,,"[REDACTED], WHICH IS STORED AT PREMISES"
19,11,,CONTROLLED BY
19,12,,"GOOGLE. (Attachments: # 1 Affidavit, # 2 Exhibit Letter"
19,13,,"to the Court, # 3 Exhibit Search and Seizure Warrant)"
19,14,New Case,1:17-mj-00827-BAH *SEALED* Entered: Category: misc-cr Event: Application and
19,15,,USA v. INFORMATION ASSOCIATED 11/07/2017 Affidavit for
19,16,,WITH THIRTY- FOUR EMAIL 12:35:46 Search/Seizure Warrant under Rule 41 by
19,17,,ACCOUNTS STORED AT PREMISES Filed: USA
19,18,,CONTROLLED BY MICROSOFT 11/07/2017 Document:
19,19,,CORPORATION 1
19,20,,Application and Affidavit for Search Warrant by USA as
19,21,,to INFORMATION ASSOCIATED WITH THIRTY-
19,22,,FOUR EMAIL ACCOUNTS STORED AT PREMISES
19,23,,CONTROLLED BY MICROSOFT
19,24,,"CORPORATION. (Attachments: # 1 Affidavit, # 2 Exhibit"
19,25,,"Letter to the Court, # 3 Exhibit Search and Seizure"
19,26,,Warrant)
19,27,New Case,1:17-mj-00828-BAH *SEALED* Entered: Category: misc-cr Event: Application and
19,28,,USA v. INFORMATION ASSOCIATED 11/07/2017 Affidavit for
19,29,,"WITH [REDACTED], WHICH IS 12:40:32 Search/Seizure Warrant under Rule 41 by"
19,30,,STORED AT PREMISES CONTROLLED Filed: USA
19,31,,BY TWITTER 11/07/2017 Document:
19,32,,1
19,33,,Application and Affidavit for Search Warrant by USA as
19,34,,to INFORMATION ASSOCIATED WITH
19,35,,"[REDACTED], WHICH IS STORED AT PREMISES"
19,36,,CONTROLLED BY TWITTER.
19,37,,"(Attachments: # 1 Affidavit, # 2 Exhibit Letter to the"
19,38,,"Court, # 3 Exhibit Search and Seizure Warrant)"
19,39,,19
19,40,,
20,2,New Case,1:17-mj-00829-BAH *SEALED* Entered: Category: misc-cr Event: Application and
20,3,,USA v. IN THE MATTER OF THE 11/07/2017 Affidavit for
20,4,,SEARCH OF INFORMATION 12:45:36 Search/Seizure Warrant under Rule 41 by
20,5,,ASSOCIATED WITH [REDACTED] Filed: USA
20,6,,THAT IS STORED AT PREMISES 11/07/2017 Document:
20,7,,"CONTROLLED BY APPLE, INC. 1"
20,8,,Application and Affidavit for Search Warrant by USA as
20,9,,to IN THE MATTER OF THE SEARCH OF
20,10,,INFORMATION ASSOCIATED WITH [REDACTED]
20,11,,THAT IS STORED AT PREMISES CONTROLLED
20,12,,"BY APPLE, INC. (Attachments: # 1 Affidavit, # 2 Exhibit"
20,13,,Search and Seizure Warrant)
20,14,New Case,1:17-mj-00845-BAH *SEALED* Entered: Category: misc-cr Event: Application and
20,15,,USA v. INFORMATION ASSOCIATED 11/09/2017 Affidavit for
20,16,,WITH THE GOOGLE ACCOUNT 14:54:59 Search/Seizure Warrant under Rule 41 by
20,17,,[REDACTED] THAT IS STORED AT Filed: USA
20,18,,PREMESIS CONTROLLED BY 11/09/2017 Document:
20,19,,"GOOGLE, INC. 1"
20,20,,Application and Affidavit for Search Warrant by USA as
20,21,,to INFORMATION ASSOCIATED WITH THE
20,22,,GOOGLE ACCOUNT [REDACTED] THAT IS STORED
20,23,,"AT PREMESIS CONTROLLED BY GOOGLE, INC."
20,24,,"(Attachments: # 1 Affidavit, # 2 Errata Search and Seizure"
20,25,,Warrant)
20,26,New Case,1:17-mj-00846-BAH *SEALED* Entered: Category: misc-cr Event: Application and
20,27,,USA v. INFORMATION ASSOCIATED 11/09/2017 Affidavit for
20,28,,WITH THE ACCOUNT [REDACTED] 15:00:39 Search/Seizure Warrant under Rule 41 by
20,29,,THAT IS STORED AT PREMESIS Filed: USA
20,30,,"CONTROLLED BY APPLE, INC. 11/09/2017 Document:"
20,31,,1
20,32,,Application and Affidavit for Search Warrant by USA as
20,33,,to INFORMATION ASSOCIATED WITH THE
20,34,,ACCOUNT [REDACTED] THAT IS STORED AT
20,35,,PREMESIS CONTROLLED BY
20,36,,"APPLE, INC. (Attachments: # 1 Affidavit, # 2 Exhibit"
20,37,,Search and Seizure Warrant)
20,38,,20
20,39,,
21,2,New Case,1:17-mj-00854-BAH *SEALED* Entered: Category: misc-cr Event: Application and
21,3,,USA v. INFORMATION ASSOCIATED 11/13/2017 Affidavit for
21,4,,"WITH THE ACCOUNT [REDACTED], 18:13:21 Search/Seizure Warrant under Rule 41 by"
21,5,,WHICH IS STORED AT THE PREMISES Filed: USA
21,6,,"OF 1&1 INTERNET, INC. 11/13/2017 Document:"
21,7,,1
21,8,,Application and Affidavit for Search Warrant by USA as
21,9,,to INFORMATION ASSOCIATED WITH THE
21,10,,"ACCOUNT [REDACTED], WHICH IS STORED AT"
21,11,,THE PREMISES OF 1&1
21,12,,"INTERNET, INC. (Attachments: # 1 Affidavit, # 2 Exhibit"
21,13,,Search and Seizure Warrant)
21,14,New Case,1:17-mj-00855-BAH *SEALED* Entered: Category: misc-cr Event: Application and
21,15,,USA v. INFORMATION ASSOCIATED 11/13/2017 Affidavit for
21,16,,WITH THE EMAIL ACCOUNT 18:26:49 Search/Seizure Warrant under Rule 41 by
21,17,,[REDACTED] Filed: USA
21,18,,11/13/2017 Document:
21,19,,1
21,20,,Application and Affidavit for Search Warrant by USA as
21,21,,to INFORMATION ASSOCIATED WITH THE EMAIL
21,22,,"ACCOUNT [REDACTED]. (Attachments: # 1 Affidavit,"
21,23,,# 2 Exhibit Search Warrant)
21,24,New Case,1:17-mj-00867-JEB *SEALED* Entered: Category: misc- cr
21,25,,USA v. INFORMATION ASSOCIATED 11/16/2017 Event: Application and Affidavit for
21,26,,WITH FIVE ACCOUNTS THAT ARE 10:50:58 Search/Seizure Warrant under Rule 41 by
21,27,,STORED AT PREMISES CONTROLLED Filed: USA Document: 1
21,28,,BY GOOGLE 11/16/2017
21,29,,Application and Affidavit for Search Warrant by USA as
21,30,,to INFORMATION ASSOCIATED WITH FIVE
21,31,,ACCOUNTS THAT ARE STORED AT PREMISES
21,32,,CONTROLLED BY GOOGLE. (Attachments: # 1
21,33,,"Affidavit, # 2 Exhibit Search and Seizure Warrant)"
21,34,New Case,1:17-mj-00868-JEB *SEALED* Entered: Category: misc- cr
21,35,,USA v. INFORMATION ASSOCIATED 11/16/2017 Event: Application and Affidavit for
21,36,,WITH [REDACTED] THAT IS STORED 12:51:34 Search/Seizure Warrant under Rule 41 by
21,37,,AT PREMISES CONTROLLED BY Filed: USA Document: 1
21,38,,"APPLE, INC. 11/16/2017"
21,39,,21
21,40,,
22,2,,Application and Affidavit for Search Warrant by USA as
22,3,,to INFORMATION ASSOCIATED WITH [REDACTED]
22,4,,THAT IS STORED AT PREMISES CONTROLLED BY
22,5,,"APPLE,"
22,6,,"INC. (Attachments: # 1 Affidavit, # 2 Exhibit Search and"
22,7,,Seizure Warrant)
22,8,New Case,1:17-mj-00877-BAH *SEALED* Entered: Category: misc-cr Event: Application and
22,9,,USA v. INFORMATION ASSOCIATED 11/17/2017 Affidavit for
22,10,,WITH THE DROPBOX ACCOUNT 15:07:08 Search/Seizure Warrant under Rule 41 by
22,11,,[REDACTED] THAT IS STORED AT Filed: USA
22,12,,PREMISES CONTROLLED BY 11/17/2017 Document:
22,13,,DROPBOX INC. 1
22,14,,Application and Affidavit for Search Warrant by USA as
22,15,,to INFORMATION ASSOCIATED WITH THE
22,16,,DROPBOX ACCOUNT [REDACTED] THAT IS
22,17,,STORED AT PREMISES CONTROLLED BY
22,18,,DROPBOX INC.
22,19,,"(Attachments: # 1 Affidavit, # 2 Exhibit Search and"
22,20,,Seizure Warrant)
22,21,New Case,1:17-mj-00878-JEB *SEALED* Entered: Category: misc- cr
22,22,,USA v. INFORMATION ASSOCIATED 11/17/2017 Event: Application and Affidavit for
22,23,,WITH THE ACCOUNT [REDACTED] 15:03:09 Search/Seizure Warrant under Rule 41 by
22,24,,THAT IS STORED AT PREMISES Filed: USA Document: 1
22,25,,"CONTROLLED BY GOOGLE, INC. 11/17/2017"
22,26,,Application and Affidavit for Search Warrant by USA as
22,27,,to INFORMATION ASSOCIATED WITH THE
22,28,,ACCOUNT [REDACTED] THAT IS STORED AT
22,29,,"PREMISES CONTROLLED BY GOOGLE, INC."
22,30,,"(Attachments: # 1 Affidavit, # 2 Exhibit Search and"
22,31,,Seizure Warrant)
22,32,New Case,1:17-mj-00904-BAH *SEALED* Entered: Category: misc-cr Event: Application and
22,33,,USA v. INFORMATION ASSOCIATED 11/27/2017 Affidavit for
22,34,,"WITH [REDACTED], WHICH IS 12:57:38 Search/Seizure Warrant under Rule 41 by"
22,35,,STORED AT PREMISES CONTROLLED Filed: USA
22,36,,BY GOOGLE 11/27/2017 Document:
22,37,,1
22,38,,22
22,39,,
23,2,,Application and Affidavit for Search Warrant by USA as
23,3,,to INFORMATION ASSOCIATED WITH
23,4,,"[REDACTED], WHICH IS STORED AT PREMISES"
23,5,,CONTROLLED BY GOOGLE. (Attachments: # 1
23,6,,"Affidavit, # 2 Exhibit Search Warrant, # 3 Exhibit Cover"
23,7,,Letter)
23,8,New Case,1:17-mj-00905-BAH *SEALED* Entered: Category: misc-cr Event: Application and
23,9,,USA v. INFORMATION ASSOCIATED 11/27/2017 Affidavit for
23,10,,WITH THREE GOOGLE ACCOUNTS 13:02:23 Search/Seizure Warrant under Rule 41 by
23,11,,THAT ARE STORED AT PREMISES Filed: USA
23,12,,CONTROLLED BY GOOGLE 11/27/2017 Document:
23,13,,1
23,14,,Application and Affidavit for Search Warrant by USA as
23,15,,to INFORMATION ASSOCIATED WITH THREE
23,16,,GOOGLE ACCOUNTS THAT ARE STORED AT
23,17,,PREMISES CONTROLLED BY GOOGLE.
23,18,,"(Attachments: # 1 Affidavit, # 2 Exhibit Search Warrant, #"
23,19,,3 Exhibit Cover Letter)
23,20,New Case,1:17-mj-00912-BAH *SEALED* Entered: Category: misc-cr Event: Application and
23,21,,USA v. INFORMATION ASSOCIATED 11/29/2017 Affidavit for
23,22,,WITH SEVEN GOOGLE ACCOUNTS 10:35:35 Search/Seizure Warrant under Rule 41 by
23,23,,THAT ARE STORED AT PREMISES Filed: USA
23,24,,CONTROLLED BY GOOGLE 11/29/2017 Document:
23,25,,1
23,26,,Application and Affidavit for Search Warrant by USA as
23,27,,to INFORMATION ASSOCIATED WITH SEVEN
23,28,,GOOGLE ACCOUNTS THAT ARE STORED AT
23,29,,PREMISES CONTROLLED BY
23,30,,"GOOGLE. (Attachments: # 1 Affidavit, # 2 Exhibit Search"
23,31,,"and Seaizure Warrant, # 3 Errata Letter to the Court)"
23,32,New Case,1:17-mj-00916-BAH *SEALED* Entered: Category: misc-cr Event: Application and
23,33,,USA v. INFORMATION ASSOCIATED 11/30/2017 Affidavit for
23,34,,WITH THE EMAIL ACCOUNT 10:47:11 Search/Seizure Warrant under Rule 41 by
23,35,,[REDACTED] THAT IS STORED AT Filed: USA
23,36,,PREMISES CONTROLLED BY GOOGLE 11/30/2017 Document:
23,37,,1
23,38,,23
23,39,,
24,2,,Application and Affidavit for Search Warrant by USA as
24,3,,to INFORMATION ASSOCIATED WITH THE EMAIL
24,4,,ACCOUNT [REDACTED] THAT IS STORED AT
24,5,,PREMISES CONTROLLED BY
24,6,,"GOOGLE. (Attachments: # 1 Affidavit, # 2 Exhibit Search"
24,7,,and Seizure Warrant)
24,8,New Case,1:17-mj-00917-BAH *SEALED* Entered: Category: misc-cr Event: Application and
24,9,,USA v. INFORMATION ASSOCIATED 11/30/2017 Affidavit for
24,10,,WITH [REDACTED] THAT IS STORED 10:51:33 Search/Seizure Warrant under Rule 41 by
24,11,,AT PREMISES CONTROLLED BY Filed: USA
24,12,,MICROSOFT CORPORATION 11/30/2017 Document:
24,13,,1
24,14,,Application and Affidavit for Search Warrant by USA as
24,15,,to INFORMATION ASSOCIATED WITH
24,16,,[REDACTED] THAT IS STORED AT PREMISES
24,17,,CONTROLLED BY MICROSOFT CORPORATION.
24,18,,"(Attachments: # 1 Affidavit, # 2 Exhibit Search and"
24,19,,Seizure Warrant)
24,20,New Case,1:17-mj-00926-BAH *SEALED* Entered: Category: misc-cr Event: Application and
24,21,,USA v. INFORMATION ASSOCIATED 12/01/2017 Affidavit for
24,22,,WITH THE GOOGLE ACCOUNT 14:46:25 Search/Seizure Warrant under Rule 41 by
24,23,,[REDACTED] Filed: USA
24,24,,12/01/2017 Document:
24,25,,1
24,26,,Application and Affidavit for Search Warrant by USA as
24,27,,to INFORMATION ASSOCIATED WITH THE
24,28,,GOOGLE ACCOUNT [REDACTED]. (Attachments: # 1
24,29,,"Affidavit, # 2 Exhibit Search and Seizure Warrant)"
24,30,New Case,1:17-mj-00936-BAH *SEALED* Entered: Category: misc-cr Event: Application and
24,31,,USA v. INFORMATION ASSOCIATED 12/06/2017 Affidavit for
24,32,,WITH EIGHTEEN ACCOUNTS THAT 13:09:19 Search/Seizure Warrant under Rule 41 by
24,33,,ARE STORED AT PREMISES Filed: USA
24,34,,CONTROLLED BY GOOGLE 12/06/2017 Document:
24,35,,1
24,36,,24
24,37,,
25,2,,Application and Affidavit for Search Warrant by USA as
25,3,,to INFORMATION ASSOCIATED WITH EIGHTEEN
25,4,,ACCOUNTS THAT ARE STORED AT PREMISES
25,5,,CONTROLLED BY GOOGLE.
25,6,,"(Attachments: # 1 Affidavit, # 2 Search and Seizure"
25,7,,"Warratn, # 3 Letter to the Court)"
25,8,New Case,1:17-mj-00946-BAH *SEALED* Entered: Category: misc-cr Event: Application and
25,9,,USA v. INFORMATION ASSOCIATED 12/08/2017 Affidavit for
25,10,,WITH [REDACTED] AND 10:20:33 Search/Seizure Warrant under Rule 41 by
25,11,,[REDACTED]THAT IS STORED AT Filed: USA
25,12,,PREMISES CONTROLLED BY APPLE 12/08/2017 Document:
25,13,,1
25,14,,Application and Affidavit for Search Warrant by USA as
25,15,,to INFORMATION ASSOCIATED WITH [REDACTED]
25,16,,AND [REDACTED] THAT IS STORED AT PREMISES
25,17,,"CONTROLLED BY APPLE. (Attachments: # 1 Affidavit,"
25,18,,# 2 Search and Seizure Warrant)
25,19,New Case,1:17-mj-00960-BAH *SEALED* Entered: Category: misc-cr Event: Application and
25,20,,USA v. INFORMATION ASSOCIATED 12/13/2017 Affidavit for
25,21,,WITH SEVEN ACCOUNTS THAT ARE 14:57:06 Search/Seizure Warrant under Rule 41 by
25,22,,STORED AT PREMISES CONTROLLED Filed: USA
25,23,,BY GOOGLE 12/13/2017 Document:
25,24,,1
25,25,,Application and Affidavit for Search Warrant by USA as
25,26,,to INFORMATION ASSOCIATED WITH SEVEN
25,27,,ACCOUNTS THAT ARE STORED AT PREMISES
25,28,,CONTROLLED BY GOOGLE.
25,29,,"(Attachments: # 1 Affidavit, # 2 Search and Seizure"
25,30,,"Warrant, # 3 Letter to the Court)"
25,31,New Case,1:17-mj-00961-BAH *SEALED* Entered: Category: misc-cr Event: Application and
25,32,,USA v. INFORMATION ASSOCIATED 12/13/2017 Affidavit for
25,33,,WITH [REDACTED] AND [REDACTED] 15:03:07 Search/Seizure Warrant under Rule 41 by
25,34,,THAT ARE STORED AT PREMISES Filed: USA
25,35,,CONTROLLED BY APPLE INC. 12/13/2017 Document:
25,36,,1
25,37,,25
25,38,,
26,2,,Application and Affidavit for Search Warrant by USA as
26,3,,to INFORMATION ASSOCIATED WITH [REDACTED]
26,4,,AND [REDACTED] THAT ARE STORED AT
26,5,,PREMISES CONTROLLED BY APPLE INC.
26,6,,"(Attachments: # 1 Affidavit, # 2 Search and Seizure"
26,7,,"Warrant, # 3 Letter to the Court)"
26,8,New Case,1:17-mj-00982-BAH *SEALED* Entered: Category: misc-cr Event: Application and
26,9,,USA v. INFORMATION ASSOCIATED 12/19/2017 Affidavit for
26,10,,WITH [REDACTED] 13:45:41 Search/Seizure Warrant under Rule 41 by
26,11,,Filed: USA
26,12,,12/19/2017 Document:
26,13,,1
26,14,,Application and Affidavit for Search Warrant by USA as
26,15,,to INFORMATION ASSOCIATED WITH
26,16,,"[REDACTED]. (Attachments: # 1 Affidavit, # 2 Search"
26,17,,and Seizure Warrant)
